LEVEL_01_CODE,LEVEL_01_NAME,LEVEL_02_CODE,LEVEL_02_NAME,LEVEL_03_CODE,LEVEL_03_NAME,LEVEL_04_CODE,LEVEL_04_NAME,LEVEL_05_CODE,LEVEL_05_NAME,LEVEL_06_CODE,LEVEL_06_NAME,Ghi chú phân loại phòng,Mã CRA,mã 6 số,Loa,Center,Note Phòng đổi tên
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,118,CN BAC HA,112100118151,PGD NGHIA TAN_CN BAC HA,PHONG GIAO DICH,151,118151,12,100,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,118,CN BAC HA,112100118157,PGD TECCO GARDEN_CN BAC HA,PHONG GIAO DICH,157,118157,12,100,Tên cũ: PGD THUONG TIN_CN BAC HA
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,118,CN BAC HA,114600118335,PHONG QUAN LY RUI RO_CN BAC HA,TTHTTT_PHONG QLRR,335,118335,14,600,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,118,CN BAC HA,115600118440,PGD KHACH HANG_CN BAC HA,TTHTTT_PHONG GDKH,440,118440,15,600,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,118,CN BAC HA,115600118446,PHONG QUAN TRI TIN DUNG_CN BAC HA,TTHTTT_PHONG QTTD,446,118446,15,600,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,118,CN BAC HA,115700118465,PHONG QUAN LY VA DICH VU KHO QUY_CN BAC HA,CHUNG,465,118465,15,700,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,118,CN BAC HA,117700118618,PHONG QUAN LY NOI BO_CN BAC HA,CHUNG,618,118618,17,700,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,118,CN BAC HA,119000118000,PHONG CHUNG_CN BAC HA,CHUNG,000,118000,19,000,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,118,CN BAC HA,120700118950,BAN GIAM DOC_CN BAC HA,CHUNG,950,118950,20,700,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,120,CN SGD1,12099,PHONG MISSING_CN SGD1,CHUNG,,,,,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,120,CN SGD1,111100120021,PHONG KHACH HANG DOANH NGHIEP 1_CN SGD1,PHONG KHDN,021,120021,11,100,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,120,CN SGD1,111100120022,PHONG KHACH HANG DOANH NGHIEP 2_CN SGD1,PHONG KHDN,022,120022,11,100,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,120,CN SGD1,111100120023,PHONG KHACH HANG DOANH NGHIEP 6_CN SGD1,PHONG KHDN,023,120023,11,100,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,120,CN SGD1,111100120024,PHONG KHACH HANG DOANH NGHIEP 4_CN SGD1,PHONG KHDN,024,120024,11,100,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,120,CN SGD1,111100120025,PHONG KHACH HANG DOANH NGHIEP 5_CN SGD1,PHONG KHDN,025,120025,11,100,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,120,CN SGD1,111100120026,PHONG KHACH HANG DOANH NGHIEP 3_CN SGD1,PHONG KHDN,026,120026,11,100,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,120,CN SGD1,112100120121,PHONG KHACH HANG CA NHAN 1_CN SGD1,PHONG KHCN,121,120121,12,100,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,120,CN SGD1,112100120122,PHONG KHACH HANG CA NHAN 2_CN SGD1,PHONG KHCN,122,120122,12,100,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,120,CN SGD1,112100120123,PHONG KHACH HANG UU TIEN_CN SGD1,PHONG KHCN,123,120123,12,100,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,120,CN SGD1,112100120150,PGD VAN BAO_CN SGD1,PHONG GIAO DICH,150,120150,12,100,Tên cũ: PGD LOTTE TOWER_CN SGD1
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,120,CN SGD1,112100120153,PGD DIEN BIEN PHU_CN SGD1,PHONG GIAO DICH,153,120153,12,100,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,120,CN SGD1,112100120154,PGD DONG TAM_CN SGD1,PHONG GIAO DICH,154,120154,12,100,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,120,CN SGD1,112100120155,PGD NGO THI NHAM_CN SGD1,PHONG GIAO DICH,155,120155,12,100,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,120,CN SGD1,112100120156,PGD HOA BINH_CN SGD1,PHONG GIAO DICH,156,120156,12,100,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,120,CN SGD1,114600120336,PHONG QUAN LY RUI RO 2_CN SGD1,TTHTTT_PHONG QLRR,336,120336,14,600,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,120,CN SGD1,114600120337,PHONG QUAN LY RUI RO 1_CN SGD1,TTHTTT_PHONG QLRR,337,120337,14,600,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,120,CN SGD1,115600120440,PGD KHACH HANG_CN SGD1,TTHTTT_PHONG GDKH,440,120440,15,600,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,120,CN SGD1,115600120446,PHONG QUAN TRI TIN DUNG_CN SGD1,TTHTTT_PHONG QTTD,446,120446,15,600,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,120,CN SGD1,115700120465,PHONG QUAN LY VA DICH VU KHO QUY_CN SGD1,CHUNG,465,120465,15,700,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,120,CN SGD1,116700120521,PHONG KE HOACH TAI CHINH_CN SGD1,CHUNG,521,120521,16,700,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,120,CN SGD1,117700120698,PHONG TO CHUC HANH CHINH_CN SGD1,CHUNG,698,120698,17,700,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,120,CN SGD1,119000120000,PHONG CHUNG_CN SGD1,CHUNG,000,120000,19,000,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,120,CN SGD1,120700120950,BAN GIAM DOC_CN SGD1,CHUNG,950,120950,20,700,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,121,CN HAI BA TRUNG,12199,PHONG MISSING_CN HAI BA TRUNG,CHUNG,,,,,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,121,CN HAI BA TRUNG,111100121021,PHONG KHACH HANG DOANH NGHIEP 1_CN HAI BA TRUNG,PHONG KHDN,021,121021,11,100,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,121,CN HAI BA TRUNG,111100121022,PHONG KHACH HANG DOANH NGHIEP 2_CN HAI BA TRUNG,PHONG KHDN,022,121022,11,100,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,121,CN HAI BA TRUNG,111100121023,PHONG KHACH HANG DOANH NGHIEP 3_CN HAI BA TRUNG,PHONG KHDN,023,121023,11,100,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,121,CN HAI BA TRUNG,112100121121,PHONG KHACH HANG CA NHAN_CN HAI BA TRUNG,PHONG KHCN,121,121121,12,100,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,121,CN HAI BA TRUNG,112100121150,PGD LAC TRUNG_CN HAI BA TRUNG,PHONG GIAO DICH,150,121150,12,100,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,121,CN HAI BA TRUNG,112100121151,PGD MINH KHAI_CN HAI BA TRUNG,PHONG GIAO DICH,151,121151,12,100,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,121,CN HAI BA TRUNG,112100121152,PGD 90 NGUYEN TUAN_CN HAI BA TRUNG,PHONG GIAO DICH,152,121152,12,100,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,121,CN HAI BA TRUNG,112100121153,PGD TRAN DAI NGHIA_CN HAI BA TRUNG,PHONG GIAO DICH,153,121153,12,100,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,121,CN HAI BA TRUNG,112100121154,PGD VINCOM PHAM HUNG_CN HAI BA TRUNG,PHONG GIAO DICH,154,121154,12,100,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,121,CN HAI BA TRUNG,112100121155,PGD BAC LINH DAM_CN HAI BA TRUNG,PHONG GIAO DICH,155,121155,12,100,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,121,CN HAI BA TRUNG,114600121335,PHONG QUAN LY RUI RO_CN HAI BA TRUNG,TTHTTT_PHONG QLRR,335,121335,14,600,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,121,CN HAI BA TRUNG,115600121440,PGD KHACH HANG_CN HAI BA TRUNG,TTHTTT_PHONG GDKH,440,121440,15,600,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,121,CN HAI BA TRUNG,115600121446,PHONG QUAN TRI TIN DUNG_CN HAI BA TRUNG,TTHTTT_PHONG QTTD,446,121446,15,600,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,121,CN HAI BA TRUNG,116700121521,PHONG KE HOACH TAI CHINH_CN HAI BA TRUNG,CHUNG,521,121521,16,700,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,121,CN HAI BA TRUNG,117700121698,PHONG TO CHUC HANH CHINH_CN HAI BA TRUNG,CHUNG,698,121698,17,700,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,121,CN HAI BA TRUNG,119000121000,PHONG CHUNG_CN HAI BA TRUNG,CHUNG,000,121000,19,000,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,121,CN HAI BA TRUNG,120700121950,BAN GIAM DOC_CN HAI BA TRUNG,CHUNG,950,121950,20,700,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,122,CN HA THANH,12299,PHONG MISSING_CN HA THANH,CHUNG,,,,,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,122,CN HA THANH,111100122021,PHONG KHACH HANG DOANH NGHIEP 1_CN HA THANH,PHONG KHDN,021,122021,11,100,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,122,CN HA THANH,111100122022,PHONG KHACH HANG DOANH NGHIEP 2_CN HA THANH,PHONG KHDN,022,122022,11,100,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,122,CN HA THANH,111100122023,PHONG KHACH HANG DOANH NGHIEP 3_CN HA THANH,PHONG KHDN,023,122023,11,100,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,122,CN HA THANH,111100122024,PHONG KHACH HANG DOANH NGHIEP 4_CN HA THANH,PHONG KHDN,024,122024,11,100,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,122,CN HA THANH,111100122025,PHONG KHACH HANG DOANH NGHIEP 5_CN HA THANH,PHONG KHDN,025,122025,11,100,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,122,CN HA THANH,111100122028,PGD VA DICH VU CHUNG KHOAN_CN HA THANH,PHONG KHDN,028,122028,11,100,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,122,CN HA THANH,112100122121,PHONG KHACH HANG CA NHAN 1_CN HA THANH,PHONG KHCN,121,122121,12,100,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,122,CN HA THANH,112100122122,PHONG KHACH HANG CA NHAN 2_CN HA THANH,PHONG KHCN,122,122122,12,100,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,122,CN HA THANH,112100122153,PGD LE DAI HANH_CN HA THANH,PHONG GIAO DICH,153,122153,12,100,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,122,CN HA THANH,112100122154,PGD THAP HA NOI_CN HA THANH,PHONG GIAO DICH,154,122154,12,100,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,122,CN HA THANH,112100122155,PGD BACH KHOA_CN HA THANH,PHONG GIAO DICH,155,122155,12,100,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,122,CN HA THANH,112100122158,PGD TON THAT TUNG_CN HA THANH,PHONG GIAO DICH,158,122158,12,100,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,122,CN HA THANH,112100122159,PGD YEN LANG_CN HA THANH,PHONG GIAO DICH,159,122159,12,100,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,122,CN HA THANH,112100122166,PGD O CHO DUA_CN HA THANH,PHONG GIAO DICH,166,122166,12,100,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,122,CN HA THANH,114600122335,PHONG QUAN LY RUI RO_CN HA THANH,TTHTTT_PHONG QLRR,335,122335,14,600,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,122,CN HA THANH,115600122440,PGD KHACH HANG_CN HA THANH,TTHTTT_PHONG GDKH,440,122440,15,600,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,122,CN HA THANH,115600122446,PHONG QUAN TRI TIN DUNG_CN HA THANH,TTHTTT_PHONG QTTD,446,122446,15,600,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,122,CN HA THANH,115700122465,PHONG QUAN LY VA DICH VU KHO QUY_CN HA THANH,CHUNG,465,122465,15,700,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,122,CN HA THANH,116700122521,PHONG KE HOACH TAI CHINH_CN HA THANH,CHUNG,521,122521,16,700,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,122,CN HA THANH,117700122698,PHONG TO CHUC HANH CHINH_CN HA THANH,CHUNG,698,122698,17,700,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,122,CN HA THANH,119000122000,PHONG CHUNG_CN HA THANH,CHUNG,000,122000,19,000,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,122,CN HA THANH,120700122950,BAN GIAM DOC_CN HA THANH,CHUNG,950,122950,20,700,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,123,CN QUANG TRUNG,12399,PHONG MISSING_CN QUANG TRUNG,CHUNG,,,,,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,123,CN QUANG TRUNG,111100123021,PHONG KHACH HANG DOANH NGHIEP 1_CN QUANG TRUNG,PHONG KHDN,021,123021,11,100,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,123,CN QUANG TRUNG,111100123022,PHONG KHACH HANG DOANH NGHIEP 2_CN QUANG TRUNG,PHONG KHDN,022,123022,11,100,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,123,CN QUANG TRUNG,111100123023,PHONG KHACH HANG DOANH NGHIEP 3_CN QUANG TRUNG,PHONG KHDN,023,123023,11,100,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,123,CN QUANG TRUNG,112100123121,PHONG KHACH HANG CA NHAN 1_CN QUANG TRUNG,PHONG KHCN,121,123121,12,100,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,123,CN QUANG TRUNG,112100123122,PHONG KHACH HANG UU TIEN_CN QUANG TRUNG,PHONG KHCN,122,123122,12,100,Tên cũ: PHONG KHACH HANG CA NHAN 2_CN QUANG TRUNG
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,123,CN QUANG TRUNG,112100123123,PHONG KHACH HANG CA NHAN 3_CN QUANG TRUNG,PHONG KHCN,123,123123,12,100,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,123,CN QUANG TRUNG,112100123124,PHONG KHACH HANG UU TIEN_CN QUANG TRUNG_CU,PHONG KHCN,124,123124,12,100,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,123,CN QUANG TRUNG,112100123150,PGD TIMES CITY_CN QUANG TRUNG,PHONG GIAO DICH,150,123150,12,100,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,123,CN QUANG TRUNG,112100123151,PGD DUONG THANH_CN QUANG TRUNG,PHONG GIAO DICH,151,123151,12,100,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,123,CN QUANG TRUNG,112100123152,PGD SUN CITY_CN QUANG TRUNG,PHONG GIAO DICH,152,123152,12,100,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,123,CN QUANG TRUNG,112100123153,PGD NGUYEN AN NINH_CN QUANG TRUNG,PHONG GIAO DICH,153,123153,12,100,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,123,CN QUANG TRUNG,112100123155,PGD DEN LU_CN QUANG TRUNG,PHONG GIAO DICH,155,123155,12,100,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,123,CN QUANG TRUNG,112100123156,PGD VINCOM VILLAGE_CN QUANG TRUNG,PHONG GIAO DICH,156,123156,12,100,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,123,CN QUANG TRUNG,112100123157,PGD THUY KHUE_CN QUANG TRUNG,PHONG GIAO DICH,157,123157,12,100,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,123,CN QUANG TRUNG,112100123158,PGD BA TRIEU_CN QUANG TRUNG,PHONG GIAO DICH,158,123158,12,100,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,123,CN QUANG TRUNG,114600123335,PHONG QUAN LY RUI RO_CN QUANG TRUNG,TTHTTT_PHONG QLRR,335,123335,14,600,
1,BIDV_REGION,51,DLPB-KHU VUC HA NOI,11001,DLPB-KHU VUC HA NOI L3,1023,HA NOI,123,CN QUANG TRUNG,115600123440,PGD KHACH HANG _CN QUANG TRUNG,TTHTTT_PHONG GDKH,440,123440,15,600,
